Image_Path,Labels
./data/posts/minimalistbaker_2144759_3030046787029914286_2685_25\2023-02-03_13-09-06_UTC_2.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Stew', 'Soup', 'Cuisine', 'Dish', 'Produce', 'Gravy']"
./data/posts/minimalistbaker_2144759_3030776337531524399_1468_14\2023-02-04_13-18-35_UTC_1.jpg,"['Food', 'Ingredient', 'Fruit', 'Recipe', 'Natural foods', 'Strawberry', 'Cuisine', 'Strawberries', 'Leaf vegetable', 'Dish']"
./data/posts/minimalistbaker_2144759_3030776337531524399_1468_14\2023-02-04_13-18-35_UTC_2.jpg,"['Food', 'Recipe', 'Ingredient', 'Tableware', 'Staple food', 'Meat', 'Leaf vegetable', 'Produce', 'Cucumber', 'Dish']"
./data/posts/minimalistbaker_2144759_3030776337531524399_1468_14\2023-02-04_13-18-35_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Green', 'Recipe', 'Cuisine', 'Broccoli', 'Dish', 'Produce', 'Plate']"
./data/posts/minimalistbaker_2144759_3030776337531524399_1468_14\2023-02-04_13-18-35_UTC_4.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Staple food', 'Cuisine', 'Jin deui', 'Dish', 'Baked goods', 'Fast food']"
./data/posts/minimalistbaker_2144759_3030776337531524399_1468_14\2023-02-04_13-18-35_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Plate', 'Recipe', 'Cuisine', 'Dish', 'Produce', 'Meat']"
./data/posts/minimalistbaker_2144759_3030776337531524399_1468_14\2023-02-04_13-18-35_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Dishware', 'Cuisine', 'Plant', 'Dish', 'Kitchen utensil', 'Vegetable']"
./data/posts/minimalistbaker_2144759_3030776337531524399_1468_14\2023-02-04_13-18-35_UTC_7.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Bourbon ball', 'Baked goods', 'Staple food', 'Produce']"
./data/posts/minimalistbaker_2144759_3035852094800723235_1939_20\2023-02-11_13-23-13_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Fruit', 'Cake decorating', 'Cake', 'Strawberry', 'Recipe', 'Cuisine', 'Baked goods']"
./data/posts/minimalistbaker_2144759_3035852094800723235_1939_20\2023-02-11_13-23-13_UTC_2.jpg,"['Food', 'Ingredient', 'Recipe', 'Tableware', 'Cuisine', 'Macaroon', 'Dish', 'Baked goods', 'Gluten', 'Cream']"
./data/posts/minimalistbaker_2144759_3035852094800723235_1939_20\2023-02-11_13-23-13_UTC_3.jpg,"['Food', 'Ingredient', 'Fruit', 'Recipe', 'Cuisine', 'Natural foods', 'Red', 'Dish', 'Strawberry', 'Superfood']"
./data/posts/minimalistbaker_2144759_3035852094800723235_1939_20\2023-02-11_13-23-13_UTC_4.jpg,"['Food', 'Ingredient', 'Orange', 'Recipe', 'Cake', 'Wood', 'Baking cup', 'Cupcake', 'Icing', 'Plate']"
./data/posts/minimalistbaker_2144759_3035852094800723235_1939_20\2023-02-11_13-23-13_UTC_5.jpg,"['Food', 'Tableware', 'Cake', 'Ingredient', 'Recipe', 'Plate', 'Dish', 'Cuisine', 'Baked goods', 'Lekach']"
./data/posts/minimalistbaker_2144759_3035852094800723235_1939_20\2023-02-11_13-23-13_UTC_6.jpg,"['Brown', 'Food', 'Cuisine', 'Ingredient', 'Baked goods', 'Dish', 'Brick', 'Dessert', 'Staple food', 'Sweetness']"
./data/posts/minimalistbaker_2144759_3035852094800723235_1939_20\2023-02-11_13-23-13_UTC_7.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Produce', 'Gluten', 'Dessert', 'Baked goods']"
./data/posts/minimalistbaker_2144759_3038018764436702752_3408_38\2023-02-14_13-08-00_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Drinkware', 'Recipe', 'Cuisine', 'Serveware', 'Gelato', 'Dish']"
./data/posts/minimalistbaker_2144759_3038018764436702752_3408_38\2023-02-14_13-08-00_UTC_2.jpg,"['Food', 'Ingredient', 'Seasoning', 'Drink', 'Cuisine', 'Dish', 'Tableware', 'Spice', 'Recipe', 'Serveware']"
./data/posts/minimalistbaker_2144759_3038018764436702752_3408_38\2023-02-14_13-08-00_UTC_3.jpg,"['Food', 'Tableware', 'Liquid', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Dishware', 'Produce', 'Drink']"
./data/posts/minimalistbaker_2144759_3038018764436702752_3408_38\2023-02-14_13-08-00_UTC_4.jpg,"['Food', 'Tableware', 'Drinkware', 'Ingredient', 'Cup', 'Dishware', 'Recipe', 'Serveware', 'Baked goods', 'Dish']"
./data/posts/minimalistbaker_2144759_3038018764436702752_3408_38\2023-02-14_13-08-00_UTC_5.jpg,"['Food', 'Tableware', 'Liquid', 'Ingredient', 'Kitchen utensil', 'Recipe', 'Dishware', 'Serveware', 'Cuisine', 'Dish']"
./data/posts/minimalistbaker_2144759_3038737068927423898_20043_212\2023-02-15_12-55-08_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Staple food', 'Baked goods', 'Cuisine', 'Plate', 'Vegetable', 'Meat']"
./data/posts/minimalistbaker_2144759_3038737068927423898_20043_212\2023-02-15_12-55-08_UTC_2.jpg,"['Food', 'Tableware', 'Dishware', 'Drinkware', 'Coffee cup', 'Ingredient', 'Cup', 'Serveware', 'Plate', 'Cuisine']"
./data/posts/minimalistbaker_2144759_3038737068927423898_20043_212\2023-02-15_12-55-08_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Plate', 'Cuisine', 'Dish', 'Serveware', 'Produce', 'Superfood']"
./data/posts/minimalistbaker_2144759_3038737068927423898_20043_212\2023-02-15_12-55-08_UTC_4.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Plant', 'Single-origin coffee', 'Produce', 'Liquid', 'Serveware']"
./data/posts/minimalistbaker_2144759_3038737068927423898_20043_212\2023-02-15_12-55-08_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Karahi', 'Stew', 'Cuisine', 'Dish', 'Soup', 'Staple food']"
./data/posts/minimalistbaker_2144759_3038737068927423898_20043_212\2023-02-15_12-55-08_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Rangpur', 'Cuisine', 'Mushroom', 'Produce', 'Vegetable', 'Natural foods']"
./data/posts/minimalistbaker_2144759_3040908421763902346_2298_39\2023-02-18_12-49-14_UTC_1.jpg,"['Food', 'Tableware', 'Liquid', 'Ingredient', 'Natural foods', 'Juice', 'Fruit', 'Recipe', 'Cocktail garnish', 'Garnish']"
./data/posts/minimalistbaker_2144759_3040908421763902346_2298_39\2023-02-18_12-49-14_UTC_2.jpg,"['Food', 'Tableware', 'Dishware', 'Fines herbes', 'Recipe', 'Ingredient', 'Leaf vegetable', 'Plate', 'Garnish', 'Terrestrial plant']"
./data/posts/minimalistbaker_2144759_3040908421763902346_2298_39\2023-02-18_12-49-14_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Baked goods', 'Plate', 'Cuisine', 'Dish', 'Produce', 'Plant']"
./data/posts/minimalistbaker_2144759_3040908421763902346_2298_39\2023-02-18_12-49-14_UTC_4.jpg,"['Food', 'Tableware', 'Plate', 'Plant', 'Ingredient', 'Recipe', 'Leaf vegetable', 'Natural foods', 'Salad', 'Dishware']"
./data/posts/minimalistbaker_2144759_3040908421763902346_2298_39\2023-02-18_12-49-14_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Cuisine', 'Dish', 'Natural foods', 'Sweetness', 'Plant', 'Produce', 'Bowl']"
./data/posts/minimalistbaker_2144759_3040908421763902346_2298_39\2023-02-18_12-49-14_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Rangpur', 'Cuisine', 'Condiment', 'Kitchen utensil', 'Dish', 'Fork']"
./data/posts/minimalistbaker_2144759_3040908421763902346_2298_39\2023-02-18_12-49-14_UTC_7.jpg,"['Food', 'Tableware', 'Fruit', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Natural foods', 'Condiment', 'Produce']"
./data/posts/minimalistbaker_2144759_3045266619945786625_1101_21\2023-02-24_13-08-12_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Plum tomato', 'Recipe', 'Cookware and bakeware', 'Cuisine', 'Kitchen utensil', 'Dish', 'Soup']"
./data/posts/minimalistbaker_2144759_3045266619945786625_1101_21\2023-02-24_13-08-12_UTC_2.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Plate', 'Carrot', 'Recipe', 'Natural foods', 'Fines herbes', 'Cuisine']"
./data/posts/minimalistbaker_2144759_3045266619945786625_1101_21\2023-02-24_13-08-12_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Dishware', 'Leaf vegetable', 'Kitchen utensil', 'Fruit', 'Plate', 'Soup']"
./data/posts/minimalistbaker_2144759_3045415772901249029_6529_105\2023-02-24_18-04-32_UTC_1.jpg,"['Food', 'Tableware', 'Recipe', 'Cake', 'Ingredient', 'Snack cake', 'Fast food', 'Gluten', 'Muscovado', 'Baked goods']"
./data/posts/minimalistbaker_2144759_3045415772901249029_6529_105\2023-02-24_18-04-32_UTC_2.jpg,"['Food', 'Tableware', 'Dishware', 'Ingredient', 'Plate', 'Recipe', 'Serveware', 'Cuisine', 'Dish', 'Kitchen utensil']"
./data/posts/minimalistbaker_2144759_3045415772901249029_6529_105\2023-02-24_18-04-32_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Plate', 'Cuisine', 'Dish', 'Recipe', 'Serveware', 'Condiment']"
./data/posts/minimalistbaker_2144759_3045415772901249029_6529_105\2023-02-24_18-04-32_UTC_4.jpg,"['Food', 'Recipe', 'Ingredient', 'Sheet pan', 'Staple food', 'Rectangle', 'Dish', 'Produce', 'Gluten', 'Cuisine']"
./data/posts/minimalistbaker_2144759_3045415772901249029_6529_105\2023-02-24_18-04-32_UTC_5.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Wood', 'Baked goods', 'Produce', 'Finger food', 'Dessert']"
./data/posts/minimalistbaker_2144759_3045990367007244850_2477_22\2023-02-25_13-06-09_UTC_1.jpg,"['Food', 'Tableware', 'Cake', 'Ingredient', 'Recipe', 'Chocolate chip', 'Baking cup', 'Cake decorating', 'Plate', 'Baked goods']"
./data/posts/minimalistbaker_2144759_3045990367007244850_2477_22\2023-02-25_13-06-09_UTC_2.jpg,"['Food', 'Ingredient', 'Recipe', 'Baked goods', 'Dish', 'Cuisine', 'Fried food', 'Produce', 'Finger food', 'Fa gao']"
./data/posts/minimalistbaker_2144759_3045990367007244850_2477_22\2023-02-25_13-06-09_UTC_3.jpg,"['Food', 'Tableware', 'Recipe', 'Ingredient', 'Plate', 'Baking cup', 'Gluten', 'Produce', 'Dishware', 'Baked goods']"
./data/posts/minimalistbaker_2144759_3045990367007244850_2477_22\2023-02-25_13-06-09_UTC_4.jpg,"['Food', 'Recipe', 'Baked goods', 'Wood', 'Ingredient', 'Baking cup', 'Cuisine', 'Cupcake', 'Sweetness', 'Cake']"
./data/posts/minimalistbaker_2144759_3045990367007244850_2477_22\2023-02-25_13-06-09_UTC_5.jpg,"['Food', 'Recipe', 'Ingredient', 'Cake', 'Baking cup', 'Cake decorating', 'Gluten', 'Cupcake', 'Cuisine', 'Baked goods']"
./data/posts/minimalistbaker_2144759_3048164925122385581_2293_31\2023-02-28_13-06-36_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Petal', 'Cuisine', 'Dish', 'Plate', 'Strawberries', 'Leaf vegetable']"
./data/posts/minimalistbaker_2144759_3048164925122385581_2293_31\2023-02-28_13-06-36_UTC_2.jpg,"['Food', 'Ingredient', 'Fruit', 'Natural foods', 'Recipe', 'Plant', 'Cuisine', 'Dish', 'Tableware', 'Food group']"
./data/posts/minimalistbaker_2144759_3048164925122385581_2293_31\2023-02-28_13-06-36_UTC_3.jpg,"['Food', 'Plant', 'Ingredient', 'Recipe', 'Spice', 'Seasoning', 'Cuisine', 'Dish', 'Condiment', 'Produce']"
./data/posts/minimalistbaker_2144759_3048164925122385581_2293_31\2023-02-28_13-06-36_UTC_4.jpg,"['Food', 'Tableware', 'Dishware', 'Ingredient', 'Recipe', 'Cuisine', 'Plate', 'Dish', 'Kitchen utensil', 'Produce']"
./data/posts/minimalistbaker_2144759_3048164925122385581_2293_31\2023-02-28_13-06-36_UTC_5.jpg,"['Food', 'Ingredient', 'Tableware', 'Recipe', 'Baked goods', 'Cuisine', 'Dishware', 'Dish', 'Cake', 'Produce']"
./data/posts/minimalistbaker_2144759_3048164925122385581_2293_31\2023-02-28_13-06-36_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Plate', 'Dishware', 'Cuisine', 'Dish', 'Petal', 'Strawberries']"
./data/posts/minimalistbaker_2144759_3049614569874522814_3074_49\2023-03-02_13-06-48_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Plate', 'Cuisine', 'Staple food', 'Baked goods', 'Dish', 'Fast food']"
./data/posts/minimalistbaker_2144759_3049614569874522814_3074_49\2023-03-02_13-06-48_UTC_2.jpg,"['Food', 'Tableware', 'Dishware', 'Ingredient', 'Recipe', 'Serveware', 'Cuisine', 'Dish', 'Cup', 'Drink']"
./data/posts/minimalistbaker_2144759_3049614569874522814_3074_49\2023-03-02_13-06-48_UTC_3.jpg,"['Food', 'Tableware', 'Rice flour', 'Ingredient', 'Dishware', 'Whole-wheat flour', 'Recipe', 'All-purpose flour', 'Thickening agent', 'Flour']"
./data/posts/minimalistbaker_2144759_3049614569874522814_3074_49\2023-03-02_13-06-48_UTC_4.jpg,"['Tableware', 'Ingredient', 'Dishware', 'Food', 'Cuisine', 'Serveware', 'Cup', 'Dish', 'Drink', 'Eyelash']"
./data/posts/minimalistbaker_2144759_3049614569874522814_3074_49\2023-03-02_13-06-48_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Plate', 'Staple food', 'Papaya juice', 'Recipe', 'Cuisine', 'Dish', 'Orange drink']"
./data/posts/minimalistbaker_2144759_3049614569874522814_3074_49\2023-03-02_13-06-48_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Plate', 'Dishware', 'Recipe', 'Cuisine', 'Dish', 'Table', 'Kitchen utensil']"
./data/posts/minimalistbaker_2144759_3051071306422918723_2667_32\2023-03-04_13-21-04_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Leaf vegetable', 'Cuisine', 'Salad', 'Staple food', 'Dish', 'Vegetable']"
./data/posts/minimalistbaker_2144759_3051071306422918723_2667_32\2023-03-04_13-21-04_UTC_2.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Bun', 'Plate', 'Dish', 'Juice', 'Staple food']"
./data/posts/minimalistbaker_2144759_3051071306422918723_2667_32\2023-03-04_13-21-04_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Condiment', 'Recipe', 'Cuisine', 'Dishware', 'Dish', 'Green sauce', 'Leaf vegetable']"
./data/posts/minimalistbaker_2144759_3051071306422918723_2667_32\2023-03-04_13-21-04_UTC_4.jpg,"['Food', 'Tableware', 'Plant', 'Ingredient', 'Recipe', 'Dishware', 'Leaf vegetable', 'Natural foods', 'Cuisine', 'Dish']"
./data/posts/minimalistbaker_2144759_3051071306422918723_2667_32\2023-03-04_13-21-04_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Leaf vegetable', 'Cuisine', 'Staple food', 'Dish', 'Garnish', 'Produce']"
./data/posts/minimalistbaker_2144759_3051071306422918723_2667_32\2023-03-04_13-21-04_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Staple food', 'Vegetable', 'Cuisine', 'Meat', 'Leaf vegetable', 'Mixture']"
./data/posts/minimalistbaker_2144759_3053958173472581185_7791_78\2023-03-08_12-56-45_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Leaf vegetable', 'Staple food', 'Vegetable', 'Fried aubergine', 'Garnish', 'Produce']"
./data/posts/minimalistbaker_2144759_3053958173472581185_7791_78\2023-03-08_12-56-45_UTC_2.jpg,"['Food', 'Tableware', 'Dishware', 'Plate', 'Ingredient', 'Recipe', 'Cuisine', 'Seafood', 'Serveware', 'Dish']"
./data/posts/minimalistbaker_2144759_3053958173472581185_7791_78\2023-03-08_12-56-45_UTC_3.jpg,"['Food', 'Plant', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Produce', 'Meat', 'Natural foods', 'Fruit']"
./data/posts/minimalistbaker_2144759_3053958173472581185_7791_78\2023-03-08_12-56-45_UTC_4.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Cooking', 'Roasting', 'Meatball', 'Fried food', 'Meat']"
./data/posts/minimalistbaker_2144759_3053958173472581185_7791_78\2023-03-08_12-56-45_UTC_5.jpg,"['Food', 'Tableware', 'Plant', 'Ingredient', 'Recipe', 'Plate', 'Leaf vegetable', 'Cuisine', 'Vegetable', 'Cooking']"
./data/posts/minimalistbaker_2144759_3053958173472581185_7791_78\2023-03-08_12-56-45_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Gesture', 'Staple food', 'Serveware', 'Cuisine', 'Dish', 'Dishware']"
./data/posts/minimalistbaker_2144759_3053958173472581185_7791_78\2023-03-08_12-56-45_UTC_7.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Broccoli', 'Leaf vegetable', 'Staple food', 'Rob roy', 'Cuisine', 'Dish']"
./data/posts/minimalistbaker_2144759_3055398874634544448_2381_47\2023-03-10_12-39-10_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Staple food', 'Plate', 'Cuisine', 'Fast food', 'Baked goods', 'Dish']"
./data/posts/minimalistbaker_2144759_3055398874634544448_2381_47\2023-03-10_12-39-10_UTC_2.jpg,"['Plant', 'Food', 'Ingredient', 'Cuisine', 'Tree', 'Dish', 'Natural foods', 'Metal', 'Fashion accessory', 'Fungus']"
./data/posts/minimalistbaker_2144759_3055398874634544448_2381_47\2023-03-10_12-39-10_UTC_3.jpg,"['Food', 'Ingredient', 'Recipe', 'Fluid', 'Cuisine', 'Dish', 'Gas', 'Produce', 'Nuts & seeds', 'Liquid']"
./data/posts/minimalistbaker_2144759_3055398874634544448_2381_47\2023-03-10_12-39-10_UTC_4.jpg,"['Food', 'Tableware', 'Kitchen utensil', 'Amber', 'Ingredient', 'Orange', 'Cuisine', 'Dishware', 'Wood', 'Cutlery']"
./data/posts/minimalistbaker_2144759_3055398874634544448_2381_47\2023-03-10_12-39-10_UTC_5.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Plate', 'Dish', 'Panucho', 'Staple food', 'Produce', 'Tableware']"
./data/posts/minimalistbaker_2144759_3056131810484938385_1851_16\2023-03-11_12-55-23_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Staple food', 'Rice', 'Fines herbes', 'Leaf vegetable']"
./data/posts/minimalistbaker_2144759_3056131810484938385_1851_16\2023-03-11_12-55-23_UTC_2.jpg,"['Food', 'Ingredient', 'Recipe', 'Tableware', 'Cuisine', 'Dish', 'Dishware', 'Produce', 'Vegetable', 'Circle']"
./data/posts/minimalistbaker_2144759_3056131810484938385_1851_16\2023-03-11_12-55-23_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Fines herbes', 'Cuisine', 'Leaf vegetable', 'Dish', 'Vegetable', 'Produce']"
./data/posts/minimalistbaker_2144759_3056131810484938385_1851_16\2023-03-11_12-55-23_UTC_4.jpg,"['Food', 'Tableware', 'Dishware', 'Ingredient', 'Recipe', 'Plate', 'Cuisine', 'Dish', 'Garnish', 'Staple food']"
./data/posts/minimalistbaker_2144759_3056131810484938385_1851_16\2023-03-11_12-55-23_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Natural foods', 'Recipe', 'Cuisine', 'Leaf vegetable', 'Dish', 'Garnish']"
./data/posts/minimalistbaker_2144759_3057568752040855341_2324_32\2023-03-13_12-30-20_UTC_1.jpg,"['Food', 'Plant', 'Tableware', 'Ingredient', 'Recipe', 'Corn salad', 'Leaf vegetable', 'Garden salad', 'Natural foods', 'Dish']"
./data/posts/minimalistbaker_2144759_3057568752040855341_2324_32\2023-03-13_12-30-20_UTC_2.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Food group', 'Staple food', 'Natural foods', 'Dishware']"
./data/posts/minimalistbaker_2144759_3057568752040855341_2324_32\2023-03-13_12-30-20_UTC_3.jpg,"['Food', 'Plant', 'Ingredient', 'Recipe', 'Tableware', 'Natural foods', 'Dish', 'Root vegetable', 'Food group', 'Cuisine']"
./data/posts/minimalistbaker_2144759_3057568752040855341_2324_32\2023-03-13_12-30-20_UTC_4.jpg,"['Food', 'Tableware', 'Plant', 'Natural foods', 'Recipe', 'Ingredient', 'Leaf vegetable', 'Corn salad', 'Plate', 'Garden salad']"
./data/posts/minimalistbaker_2144759_3059729369782740681_2112_30\2023-03-16_12-03-06_UTC_1.jpg,"['Food', 'Cake', 'Cake decorating', 'Recipe', 'Orange', 'Ingredient', 'Dishware', 'Cake decorating supply', 'Cup', 'Tableware']"
./data/posts/minimalistbaker_2144759_3059729369782740681_2112_30\2023-03-16_12-03-06_UTC_2.jpg,"['Food', 'Tableware', 'Dishware', 'Ingredient', 'Drinkware', 'Cuisine', 'Cup', 'Recipe', 'Dish', 'Serveware']"
./data/posts/minimalistbaker_2144759_3059729369782740681_2112_30\2023-03-16_12-03-06_UTC_3.jpg,"['Tableware', 'Bar soap', 'Dishware', 'Recipe', 'Ingredient', 'Rectangle', 'Finger', 'Cuisine', 'Serveware', 'Material property']"
./data/posts/minimalistbaker_2144759_3059729369782740681_2112_30\2023-03-16_12-03-06_UTC_4.jpg,"['Food', 'Wonton', 'Tableware', 'Ingredient', 'Recipe', 'Dim sim', 'Mandu', 'Dumpling', 'Cuisine', 'Dish']"
./data/posts/minimalistbaker_2144759_3059729369782740681_2112_30\2023-03-16_12-03-06_UTC_5.jpg,"['Food', 'Tableware', 'Dishware', 'Ingredient', 'Recipe', 'Serveware', 'Finger', 'Cup', 'Cuisine', 'Drinkware']"
./data/posts/minimalistbaker_2144759_3059729369782740681_2112_30\2023-03-16_12-03-06_UTC_6.jpg,"['Food', 'Ingredient', 'Recipe', 'Dish', 'Cake', 'Cup', 'Baked goods', 'Cake decorating supply', 'Cuisine', 'Cream']"
./data/posts/minimalistbaker_2144759_3060447870809948972_1811_16\2023-03-17_11-50-38_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Baked goods', 'Plate', 'Cuisine', 'Dish', 'Produce', 'Dessert']"
./data/posts/minimalistbaker_2144759_3060447870809948972_1811_16\2023-03-17_11-50-38_UTC_2.jpg,"['Food', 'Tableware', 'Drinkware', 'Dishware', 'Cup', 'Ingredient', 'Coffee cup', 'Kitchen utensil', 'Cuban espresso', 'Serveware']"
./data/posts/minimalistbaker_2144759_3060447870809948972_1811_16\2023-03-17_11-50-38_UTC_3.jpg,"['Food', 'Ingredient', 'Alarm clock', 'Recipe', 'Clock', 'Kitchen appliance', 'Staple food', 'Baked goods', 'Cuisine', 'Wood']"
./data/posts/minimalistbaker_2144759_3061187222301143530_2021_16\2023-03-18_12-19-35_UTC_1.jpg,"['Food', 'Ingredient', 'Recipe', 'Tableware', 'Cuisine', 'Baked goods', 'Malasada', 'Dish', 'Produce', 'Fa gao']"
./data/posts/minimalistbaker_2144759_3061187222301143530_2021_16\2023-03-18_12-19-35_UTC_2.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Liquid', 'Dish', 'Fast food', 'Tableware', 'Drink', 'Baked goods']"
./data/posts/minimalistbaker_2144759_3061187222301143530_2021_16\2023-03-18_12-19-35_UTC_3.jpg,"['Food', 'Ingredient', 'Tableware', 'Recipe', 'Baked goods', 'Staple food', 'Dish', 'Cuisine', 'Fast food', 'Produce']"
./data/posts/minimalistbaker_2144759_3061187222301143530_2021_16\2023-03-18_12-19-35_UTC_4.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Recipe', 'Plate', 'Cuisine', 'Dish', 'Baked goods', 'Kitchen utensil']"
./data/posts/minimalistbaker_2144759_3061187222301143530_2021_16\2023-03-18_12-19-35_UTC_5.jpg,"['Food', 'Ingredient', 'Staple food', 'Baked goods', 'Cuisine', 'Dish', 'Recipe', 'Gluten', 'Rectangle', 'Sweetness']"
./data/posts/minimalistbaker_2144759_3061187222301143530_2021_16\2023-03-18_12-19-35_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Bourbon ball', 'Staple food', 'Baked goods', 'Produce']"
./data/posts/minimalistbaker_2144759_3063348711367687764_1642_33\2023-03-21_11-54-05_UTC_1.jpg,"['Food', 'Tableware', 'Fruit', 'Ingredient', 'Recipe', 'Citrus', 'Drink', 'Cuisine', 'Terrestrial plant', 'Produce']"
./data/posts/minimalistbaker_2144759_3063348711367687764_1642_33\2023-03-21_11-54-05_UTC_2.jpg,"['Food', 'Tableware', 'Dishware', 'Ingredient', 'Cup', 'Cuisine', 'Serveware', 'Drinkware', 'Dish', 'Leaf vegetable']"
./data/posts/minimalistbaker_2144759_3063348711367687764_1642_33\2023-03-21_11-54-05_UTC_3.jpg,"['Food', 'Ingredient', 'Recipe', 'Staple food', 'Leaf vegetable', 'Plant', 'Salad', 'Cuisine', 'Soup', 'Dish']"
./data/posts/minimalistbaker_2144759_3063348711367687764_1642_33\2023-03-21_11-54-05_UTC_4.jpg,"['Tableware', 'Dishware', 'Drinkware', 'Serveware', 'Kettle', 'Cookware and bakeware', 'Dinnerware set', 'Recipe', 'Gas', 'Cup']"
./data/posts/minimalistbaker_2144759_3064073258324799427_6425_67\2023-03-22_11-53-37_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Plant', 'Recipe', 'Cuisine', 'Dish', 'Natural foods', 'Cucumber', 'Produce']"
./data/posts/minimalistbaker_2144759_3064073258324799427_6425_67\2023-03-22_11-53-37_UTC_2.jpg,"['Food', 'Tableware', 'Ingredient', 'Natural foods', 'Recipe', 'Cuisine', 'Dish', 'Dishware', 'Food group', 'Fruit']"
./data/posts/minimalistbaker_2144759_3064073258324799427_6425_67\2023-03-22_11-53-37_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Produce', 'Natural foods', 'Serveware', 'Plant']"
./data/posts/minimalistbaker_2144759_3064073258324799427_6425_67\2023-03-22_11-53-37_UTC_4.jpg,"['Food', 'Cuisine', 'Fruit', 'Tableware', 'Recipe', 'Natural foods', 'Ingredient', 'Dish', 'Sweetness', 'Garnish']"
./data/posts/minimalistbaker_2144759_3064073258324799427_6425_67\2023-03-22_11-53-37_UTC_5.jpg,"['Food', 'Plant', 'Tableware', 'Ingredient', 'Natural foods', 'Recipe', 'Cuisine', 'Dish', 'Persian lime', 'Produce']"
./data/posts/minimalistbaker_2144759_3064073258324799427_6425_67\2023-03-22_11-53-37_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Leaf vegetable', 'Cuisine', 'Natural foods', 'Dish', 'Salad', 'Produce']"
